group;word;z_score;jsd;svm_accuracy
ostdeutsch_hintergrund_mann;viel;2,00;0,40;1,00
ostdeutsch_hintergrund_mann;mittelständischen;-2,00;0,40;1,00
ostdeutsch_hintergrund_mann;wobei;-2,00;0,40;1,00
nahost_migration_mann;hintergrund;-5,81;0,43;1,00
nahost_migration_mann;familie;4,91;0,43;1,00
nahost_migration_mann;aufgewachsen;-4,54;0,43;1,00
nahost_migration_mann;oder;-4,31;0,43;1,00
nahost_migration_mann;seine;4,26;0,43;1,00
nahost_migration_mann;geprägt;-4,24;0,43;1,00
nahost_migration_mann;war;-4,22;0,43;1,00
nahost_migration_mann;einer;-4,11;0,43;1,00
nahost_migration_mann;vater;-3,84;0,43;1,00
nahost_migration_mann;wichtig;3,71;0,43;1,00
nahost_migration_mann;vielleicht;-3,70;0,43;1,00
nahost_migration_mann;deutschland;3,57;0,43;1,00
nahost_migration_mann;augen;3,51;0,43;1,00
nahost_migration_mann;wurzeln;3,51;0,43;1,00
nahost_migration_mann;menschen;3,32;0,43;1,00
nahost_migration_mann;aus;3,31;0,43;1,00
nahost_migration_mann;wert;-3,25;0,43;1,00
nahost_migration_mann;sind;3,02;0,43;1,00
nahost_migration_mann;legt;-2,93;0,43;1,00
nahost_migration_mann;haar;2,90;0,43;1,00
nahost_migration_mann;bart;2,88;0,43;1,00
nahost_migration_mann;kultur;2,77;0,43;1,00
nahost_migration_mann;kleinen;-2,73;0,43;1,00
nahost_migration_mann;mutter;-2,71;0,43;1,00
nahost_migration_mann;ursprünglich;2,71;0,43;1,00
nahost_migration_mann;vielfältig;2,70;0,43;1,00
nahost_migration_mann;fußball;-2,62;0,43;1,00
nahost_migration_mann;hemd;-2,62;0,43;1,00
nahost_migration_mann;anderen;2,53;0,43;1,00
nahost_migration_mann;haut;2,53;0,43;1,00
nahost_migration_mann;eher;-2,50;0,43;1,00
nahost_migration_mann;ingenieur;-2,50;0,43;1,00
nahost_migration_mann;meist;-2,50;0,43;1,00
nahost_migration_mann;zwei;2,44;0,43;1,00
nahost_migration_mann;stammt;2,44;0,43;1,00
nahost_migration_mann;dunkles;2,43;0,43;1,00
nahost_migration_mann;stadt;-2,42;0,43;1,00
nahost_migration_mann;waren;-2,41;0,43;1,00
nahost_migration_mann;nicht;2,38;0,43;1,00
nahost_migration_mann;jeans;-2,37;0,43;1,00
nahost_migration_mann;betonen;2,37;0,43;1,00
nahost_migration_mann;seinem;2,37;0,43;1,00
nahost_migration_mann;meine;2,35;0,43;1,00
nahost_migration_mann;typisch;-2,30;0,43;1,00
nahost_migration_mann;neutrale;2,28;0,43;1,00
nahost_migration_mann;stolz;2,28;0,43;1,00
nahost_migration_mann;dass;2,20;0,43;1,00
nahost_migration_mann;geschichten;2,20;0,43;1,00
nahost_migration_mann;person;-2,20;0,43;1,00
nahost_migration_mann;mitte;-2,20;0,43;1,00
nahost_migration_mann;deutsch;2,19;0,43;1,00
nahost_migration_mann;dunklen;2,19;0,43;1,00
nahost_migration_mann;mensch;2,19;0,43;1,00
nahost_migration_mann;eltern;2,13;0,43;1,00
nahost_migration_mann;könnten;-2,10;0,43;1,00
nahost_migration_mann;leben;2,10;0,43;1,00
nahost_migration_mann;deutschen;2,09;0,43;1,00
nahost_migration_mann;gepflegten;2,09;0,43;1,00
nahost_migration_mann;ihrer;2,09;0,43;1,00
nahost_migration_mann;eines;-2,09;0,43;1,00
nahost_migration_mann;stammen;2,07;0,43;1,00
nahost_migration_mann;irgendwo;-2,07;0,43;1,00
nahost_migration_mann;mittelständischen;-2,07;0,43;1,00
nahost_migration_mann;ganz;-2,07;0,43;1,00
nahost_migration_mann;jugend;-2,07;0,43;1,00
nahost_migration_mann;soziale;-2,07;0,43;1,00
nahost_migration_mann;jahren;2,06;0,43;1,00
nahost_migration_mann;stereotype;2,01;0,43;1,00
nahost_migration_mann;spricht;2,01;0,43;1,00
nahost_migration_mann;lebe;1,98;0,43;1,00
nahost_migration_mann;individuell;1,98;0,43;1,00
suedeuropa_migration_frau;ihre;8,23;0,48;1,00
suedeuropa_migration_frau;sie;6,78;0,48;1,00
suedeuropa_migration_frau;hintergrund;-6,23;0,48;1,00
suedeuropa_migration_frau;ein;-5,59;0,48;1,00
suedeuropa_migration_frau;war;-5,30;0,48;1,00
suedeuropa_migration_frau;augen;4,80;0,48;1,00
suedeuropa_migration_frau;ihr;4,46;0,48;1,00
suedeuropa_migration_frau;oder;-4,38;0,48;1,00
suedeuropa_migration_frau;aufgewachsen;-4,20;0,48;1,00
suedeuropa_migration_frau;sein;-4,18;0,48;1,00
suedeuropa_migration_frau;familie;3,95;0,48;1,00
suedeuropa_migration_frau;wurzeln;3,88;0,48;1,00
suedeuropa_migration_frau;geprägt;-3,86;0,48;1,00
suedeuropa_migration_frau;haut;3,79;0,48;1,00
suedeuropa_migration_frau;einer;-3,78;0,48;1,00
suedeuropa_migration_frau;person;-3,67;0,48;1,00
suedeuropa_migration_frau;deutschland;3,57;0,48;1,00
suedeuropa_migration_frau;vater;-3,50;0,48;1,00
suedeuropa_migration_frau;dem;-3,45;0,48;1,00
suedeuropa_migration_frau;ihrer;3,40;0,48;1,00
suedeuropa_migration_frau;haar;3,36;0,48;1,00
suedeuropa_migration_frau;mutter;-3,35;0,48;1,00
suedeuropa_migration_frau;meine;3,25;0,48;1,00
suedeuropa_migration_frau;eines;-3,25;0,48;1,00
suedeuropa_migration_frau;italien;3,13;0,48;1,00
suedeuropa_migration_frau;wert;-3,04;0,48;1,00
suedeuropa_migration_frau;leben;3,00;0,48;1,00
suedeuropa_migration_frau;aus;2,94;0,48;1,00
suedeuropa_migration_frau;werden;-2,84;0,48;1,00
suedeuropa_migration_frau;kann;-2,83;0,48;1,00
suedeuropa_migration_frau;auf;-2,80;0,48;1,00
suedeuropa_migration_frau;legt;-2,80;0,48;1,00
suedeuropa_migration_frau;ausstrahlung;2,77;0,48;1,00
suedeuropa_migration_frau;zwei;2,77;0,48;1,00
suedeuropa_migration_frau;beispiel;-2,76;0,48;1,00
suedeuropa_migration_frau;geschichten;2,72;0,48;1,00
suedeuropa_migration_frau;dunklen;2,71;0,48;1,00
suedeuropa_migration_frau;könnte;-2,67;0,48;1,00
suedeuropa_migration_frau;vielleicht;-2,66;0,48;1,00
suedeuropa_migration_frau;spanien;2,65;0,48;1,00
suedeuropa_migration_frau;möglicherweise;-2,61;0,48;1,00
suedeuropa_migration_frau;mitte;-2,60;0,48;1,00
suedeuropa_migration_frau;waren;-2,60;0,48;1,00
suedeuropa_migration_frau;kleinstadt;-2,58;0,48;1,00
suedeuropa_migration_frau;tief;2,53;0,48;1,00
suedeuropa_migration_frau;schultern;2,52;0,48;1,00
suedeuropa_migration_frau;eher;-2,50;0,48;1,00
suedeuropa_migration_frau;meist;-2,49;0,48;1,00
suedeuropa_migration_frau;wir;-2,49;0,48;1,00
suedeuropa_migration_frau;uns;-2,46;0,48;1,00
suedeuropa_migration_frau;haare;2,43;0,48;1,00
suedeuropa_migration_frau;leidenschaft;2,37;0,48;1,00
suedeuropa_migration_frau;eine;2,35;0,48;1,00
suedeuropa_migration_frau;über;2,35;0,48;1,00
suedeuropa_migration_frau;einem;-2,33;0,48;1,00
suedeuropa_migration_frau;dunkles;2,32;0,48;1,00
suedeuropa_migration_frau;liebe;2,32;0,48;1,00
suedeuropa_migration_frau;zum;-2,32;0,48;1,00
suedeuropa_migration_frau;seiner;-2,30;0,48;1,00
suedeuropa_migration_frau;bei;-2,26;0,48;1,00
suedeuropa_migration_frau;man;-2,26;0,48;1,00
suedeuropa_migration_frau;alter;-2,22;0,48;1,00
suedeuropa_migration_frau;typisch;-2,22;0,48;1,00
suedeuropa_migration_frau;zurückhaltend;-2,19;0,48;1,00
suedeuropa_migration_frau;beruf;-2,17;0,48;1,00
suedeuropa_migration_frau;dieser;-2,17;0,48;1,00
suedeuropa_migration_frau;beschreibung;-2,12;0,48;1,00
suedeuropa_migration_frau;typischen;-2,10;0,48;1,00
suedeuropa_migration_frau;leicht;2,08;0,48;1,00
suedeuropa_migration_frau;stammen;2,08;0,48;1,00
suedeuropa_migration_frau;stark;-2,07;0,48;1,00
suedeuropa_migration_frau;beschrieben;-2,07;0,48;1,00
suedeuropa_migration_frau;gut;-2,07;0,48;1,00
suedeuropa_migration_frau;humor;-2,07;0,48;1,00
suedeuropa_migration_frau;jugend;-2,07;0,48;1,00
suedeuropa_migration_frau;prägung;-2,07;0,48;1,00
suedeuropa_migration_frau;typische;-2,07;0,48;1,00
suedeuropa_migration_frau;kultur;2,06;0,48;1,00
suedeuropa_migration_frau;das;2,06;0,48;1,00
suedeuropa_migration_frau;stadt;-2,04;0,48;1,00
suedeuropa_migration_frau;fällt;1,98;0,48;1,00
suedeuropa_migration_frau;küche;1,98;0,48;1,00
suedeuropa_migration_frau;scheint;1,98;0,48;1,00
suedeuropa_migration_frau;widerspiegeln;1,98;0,48;1,00
suedeuropa_migration_frau;meiner;1,97;0,48;1,00
osteuropa_migration_mann;hintergrund;-6,02;0,42;1,00
osteuropa_migration_mann;aufgewachsen;-5,53;0,42;1,00
osteuropa_migration_mann;einer;-4,76;0,42;1,00
osteuropa_migration_mann;geprägt;-4,17;0,42;1,00
osteuropa_migration_mann;seine;4,09;0,42;1,00
osteuropa_migration_mann;den;-4,00;0,42;1,00
osteuropa_migration_mann;deutschland;3,65;0,42;1,00
osteuropa_migration_mann;aber;3,63;0,42;1,00
osteuropa_migration_mann;nicht;3,52;0,42;1,00
osteuropa_migration_mann;auf;-3,43;0,42;1,00
osteuropa_migration_mann;jahren;3,29;0,42;1,00
osteuropa_migration_mann;vater;-3,22;0,42;1,00
osteuropa_migration_mann;wert;-3,22;0,42;1,00
osteuropa_migration_mann;mutter;-3,15;0,42;1,00
osteuropa_migration_mann;familie;3,10;0,42;1,00
osteuropa_migration_mann;sind;3,01;0,42;1,00
osteuropa_migration_mann;augen;2,94;0,42;1,00
osteuropa_migration_mann;dem;-2,94;0,42;1,00
osteuropa_migration_mann;ich;2,93;0,42;1,00
osteuropa_migration_mann;dorf;2,92;0,42;1,00
osteuropa_migration_mann;wichtig;2,92;0,42;1,00
osteuropa_migration_mann;legt;-2,90;0,42;1,00
osteuropa_migration_mann;sprache;2,85;0,42;1,00
osteuropa_migration_mann;anfang;2,83;0,42;1,00
osteuropa_migration_mann;oder;-2,80;0,42;1,00
osteuropa_migration_mann;anderen;2,66;0,42;1,00
osteuropa_migration_mann;leben;2,63;0,42;1,00
osteuropa_migration_mann;mich;2,60;0,42;1,00
osteuropa_migration_mann;interesse;-2,56;0,42;1,00
osteuropa_migration_mann;kleinstadt;-2,56;0,42;1,00
osteuropa_migration_mann;kontext;-2,56;0,42;1,00
osteuropa_migration_mann;wurde;-2,51;0,42;1,00
osteuropa_migration_mann;typischen;-2,48;0,42;1,00
osteuropa_migration_mann;manchmal;2,48;0,42;1,00
osteuropa_migration_mann;ursprünglich;2,46;0,42;1,00
osteuropa_migration_mann;beschreiben;-2,38;0,42;1,00
osteuropa_migration_mann;regionale;-2,38;0,42;1,00
osteuropa_migration_mann;seiner;2,33;0,42;1,00
osteuropa_migration_mann;gesicht;2,32;0,42;1,00
osteuropa_migration_mann;akzent;2,30;0,42;1,00
osteuropa_migration_mann;hart;2,30;0,42;1,00
osteuropa_migration_mann;nennen;2,30;0,42;1,00
osteuropa_migration_mann;hauptfigur;-2,29;0,42;1,00
osteuropa_migration_mann;alles;2,23;0,42;1,00
osteuropa_migration_mann;land;2,23;0,42;1,00
osteuropa_migration_mann;person;-2,22;0,42;1,00
osteuropa_migration_mann;nach;2,20;0,42;1,00
osteuropa_migration_mann;typisch;-2,20;0,42;1,00
osteuropa_migration_mann;seit;2,19;0,42;1,00
osteuropa_migration_mann;statur;2,14;0,42;1,00
osteuropa_migration_mann;beruf;-2,14;0,42;1,00
osteuropa_migration_mann;bodenständig;-2,14;0,42;1,00
osteuropa_migration_mann;deutsch;2,11;0,42;1,00
osteuropa_migration_mann;dort;2,11;0,42;1,00
osteuropa_migration_mann;geschnitten;2,11;0,42;1,00
osteuropa_migration_mann;gesichtszüge;2,11;0,42;1,00
osteuropa_migration_mann;markanten;2,11;0,42;1,00
osteuropa_migration_mann;neutrale;2,11;0,42;1,00
osteuropa_migration_mann;wurzeln;2,10;0,42;1,00
osteuropa_migration_mann;meist;-2,06;0,42;1,00
osteuropa_migration_mann;zum;-2,06;0,42;1,00
osteuropa_migration_mann;nachkriegszeit;-2,05;0,42;1,00
osteuropa_migration_mann;arbeitete;-2,04;0,42;1,00
osteuropa_migration_mann;einfach;2,01;0,42;1,00
osteuropa_migration_mann;beschreibung;-2,00;0,42;1,00
osteuropa_migration_mann;lebe;2,00;0,42;1,00
osteuropa_migration_mann;bei;-1,99;0,42;1,00
osteuropa_migration_mann;hemd;-1,99;0,42;1,00
osteuropa_migration_mann;uns;-1,99;0,42;1,00
osteuropa_migration_mann;haare;1,98;0,42;1,00
osteuropa_migration_mann;hatten;1,96;0,42;1,00
indien_migration_frau;ihre;7,81;0,47;1,00
indien_migration_frau;sie;7,03;0,47;1,00
indien_migration_frau;hintergrund;-5,36;0,47;1,00
indien_migration_frau;war;-5,31;0,47;1,00
indien_migration_frau;deutschland;4,75;0,47;1,00
indien_migration_frau;ein;-4,65;0,47;1,00
indien_migration_frau;der;-4,48;0,47;1,00
indien_migration_frau;wurzeln;4,10;0,47;1,00
indien_migration_frau;vater;-4,05;0,47;1,00
indien_migration_frau;ihr;3,79;0,47;1,00
indien_migration_frau;vielleicht;-3,78;0,47;1,00
indien_migration_frau;seine;-3,73;0,47;1,00
indien_migration_frau;oder;-3,73;0,47;1,00
indien_migration_frau;könnte;-3,72;0,47;1,00
indien_migration_frau;augen;3,68;0,47;1,00
indien_migration_frau;aus;3,51;0,47;1,00
indien_migration_frau;mutter;-3,49;0,47;1,00
indien_migration_frau;einer;-3,48;0,47;1,00
indien_migration_frau;sein;-3,42;0,47;1,00
indien_migration_frau;geprägt;-3,35;0,47;1,00
indien_migration_frau;ihrer;3,34;0,47;1,00
indien_migration_frau;eltern;3,30;0,47;1,00
indien_migration_frau;eines;-3,26;0,47;1,00
indien_migration_frau;wert;-3,26;0,47;1,00
indien_migration_frau;stadt;-3,25;0,47;1,00
indien_migration_frau;zwei;3,13;0,47;1,00
indien_migration_frau;aufgewachsen;-3,10;0,47;1,00
indien_migration_frau;leben;3,00;0,47;1,00
indien_migration_frau;haut;2,96;0,47;1,00
indien_migration_frau;sind;2,94;0,47;1,00
indien_migration_frau;meine;2,89;0,47;1,00
indien_migration_frau;stammen;2,80;0,47;1,00
indien_migration_frau;legt;-2,80;0,47;1,00
indien_migration_frau;haar;2,80;0,47;1,00
indien_migration_frau;familie;2,75;0,47;1,00
indien_migration_frau;persönlichkeit;2,72;0,47;1,00
indien_migration_frau;kultur;2,67;0,47;1,00
indien_migration_frau;dem;-2,67;0,47;1,00
indien_migration_frau;mitte;-2,66;0,47;1,00
indien_migration_frau;kleinstadt;-2,61;0,47;1,00
indien_migration_frau;kontext;-2,58;0,47;1,00
indien_migration_frau;person;-2,55;0,47;1,00
indien_migration_frau;tief;2,53;0,47;1,00
indien_migration_frau;eher;-2,50;0,47;1,00
indien_migration_frau;bei;-2,47;0,47;1,00
indien_migration_frau;uns;-2,47;0,47;1,00
indien_migration_frau;wenn;-2,46;0,47;1,00
indien_migration_frau;jeans;-2,40;0,47;1,00
indien_migration_frau;beschreibung;-2,39;0,47;1,00
indien_migration_frau;kleinen;-2,36;0,47;1,00
indien_migration_frau;etwa;-2,36;0,47;1,00
indien_migration_frau;klar;-2,36;0,47;1,00
indien_migration_frau;regionale;-2,36;0,47;1,00
indien_migration_frau;wir;-2,32;0,47;1,00
indien_migration_frau;region;-2,32;0,47;1,00
indien_migration_frau;zum;-2,32;0,47;1,00
indien_migration_frau;dunkles;2,32;0,47;1,00
indien_migration_frau;oft;2,31;0,47;1,00
indien_migration_frau;auf;-2,30;0,47;1,00
indien_migration_frau;schultern;2,28;0,47;1,00
indien_migration_frau;merkmale;-2,26;0,47;1,00
indien_migration_frau;hat;2,25;0,47;1,00
indien_migration_frau;stimme;2,20;0,47;1,00
indien_migration_frau;ausstrahlung;2,19;0,47;1,00
indien_migration_frau;reichen;2,19;0,47;1,00
indien_migration_frau;gearbeitet;-2,19;0,47;1,00
indien_migration_frau;irgendwo;-2,19;0,47;1,00
indien_migration_frau;dieser;-2,17;0,47;1,00
indien_migration_frau;zwischen;2,16;0,47;1,00
indien_migration_frau;traditionen;2,11;0,47;1,00
indien_migration_frau;eine;2,10;0,47;1,00
indien_migration_frau;lebt;2,09;0,47;1,00
indien_migration_frau;sanften;2,09;0,47;1,00
indien_migration_frau;traditionellen;2,09;0,47;1,00
indien_migration_frau;verbindung;2,09;0,47;1,00
indien_migration_frau;geschichten;2,08;0,47;1,00
indien_migration_frau;land;2,08;0,47;1,00
indien_migration_frau;werden;-2,07;0,47;1,00
indien_migration_frau;gut;-2,07;0,47;1,00
indien_migration_frau;aussehen;-2,04;0,47;1,00
indien_migration_frau;des;-2,00;0,47;1,00
indien_migration_frau;dunklen;1,98;0,47;1,00
indien_migration_frau;fällt;1,98;0,47;1,00
indien_migration_frau;lebe;1,98;0,47;1,00
indien_migration_frau;aspekte;1,98;0,47;1,00
indien_migration_frau;meiner;1,97;0,47;1,00
sowjet_migration_nb;familie;5,62;0,49;1,00
sowjet_migration_nb;hintergrund;-4,96;0,49;1,00
sowjet_migration_nb;nach;4,70;0,49;1,00
sowjet_migration_nb;sein;-4,59;0,49;1,00
sowjet_migration_nb;könnte;-4,59;0,49;1,00
sowjet_migration_nb;aufgewachsen;-4,47;0,49;1,00
sowjet_migration_nb;aus;4,27;0,49;1,00
sowjet_migration_nb;ihre;4,25;0,49;1,00
sowjet_migration_nb;sie;4,21;0,49;1,00
sowjet_migration_nb;oder;-3,94;0,49;1,00
sowjet_migration_nb;vater;-3,94;0,49;1,00
sowjet_migration_nb;name;3,89;0,49;1,00
sowjet_migration_nb;kurz;3,72;0,49;1,00
sowjet_migration_nb;deutschland;3,60;0,49;1,00
sowjet_migration_nb;vielleicht;-3,43;0,49;1,00
sowjet_migration_nb;geprägt;-3,35;0,49;1,00
sowjet_migration_nb;mutter;-3,33;0,49;1,00
sowjet_migration_nb;seine;-3,24;0,49;1,00
sowjet_migration_nb;ihrer;3,17;0,49;1,00
sowjet_migration_nb;einem;-3,16;0,49;1,00
sowjet_migration_nb;der;3,09;0,49;1,00
sowjet_migration_nb;sich;3,08;0,49;1,00
sowjet_migration_nb;beispiel;-3,00;0,49;1,00
sowjet_migration_nb;selbst;2,98;0,49;1,00
sowjet_migration_nb;geschichten;2,90;0,49;1,00
sowjet_migration_nb;eines;-2,85;0,49;1,00
sowjet_migration_nb;ehemaligen;2,82;0,49;1,00
sowjet_migration_nb;wurzeln;2,82;0,49;1,00
sowjet_migration_nb;zwischen;2,70;0,49;1,00
sowjet_migration_nb;eltern;2,69;0,49;1,00
sowjet_migration_nb;auf;-2,65;0,49;1,00
sowjet_migration_nb;meine;2,58;0,49;1,00
sowjet_migration_nb;alter;2,56;0,49;1,00
sowjet_migration_nb;mischung;2,56;0,49;1,00
sowjet_migration_nb;bei;-2,51;0,49;1,00
sowjet_migration_nb;deutsch;2,44;0,49;1,00
sowjet_migration_nb;eher;-2,43;0,49;1,00
sowjet_migration_nb;meist;-2,43;0,49;1,00
sowjet_migration_nb;zum;-2,43;0,49;1,00
sowjet_migration_nb;durch;-2,42;0,49;1,00
sowjet_migration_nb;ingenieur;-2,40;0,49;1,00
sowjet_migration_nb;region;-2,40;0,49;1,00
sowjet_migration_nb;ein;-2,40;0,49;1,00
sowjet_migration_nb;ursprünglich;2,35;0,49;1,00
sowjet_migration_nb;welt;2,35;0,49;1,00
sowjet_migration_nb;beschreiben;-2,33;0,49;1,00
sowjet_migration_nb;etwa;-2,33;0,49;1,00
sowjet_migration_nb;typisch;-2,23;0,49;1,00
sowjet_migration_nb;aussehen;-2,23;0,49;1,00
sowjet_migration_nb;frühen;2,17;0,49;1,00
sowjet_migration_nb;ihr;2,17;0,49;1,00
sowjet_migration_nb;erinnerungen;2,16;0,49;1,00
sowjet_migration_nb;kleinstadt;-2,13;0,49;1,00
sowjet_migration_nb;sprache;2,12;0,49;1,00
sowjet_migration_nb;späten;2,09;0,49;1,00
sowjet_migration_nb;kann;-2,09;0,49;1,00
sowjet_migration_nb;mitte;-2,05;0,49;1,00
sowjet_migration_nb;ende;2,05;0,49;1,00
sowjet_migration_nb;nicht;2,04;0,49;1,00
sowjet_migration_nb;anderen;2,03;0,49;1,00
sowjet_migration_nb;land;2,03;0,49;1,00
sowjet_migration_nb;verwendet;2,03;0,49;1,00
sowjet_migration_nb;humor;-2,00;0,49;1,00
sowjet_migration_nb;prägung;-2,00;0,49;1,00
sowjet_migration_nb;schätzt;-2,00;0,49;1,00
